
test
0,exit
0,error
45990958,cycles
54326295,instructions
13826388,r533f00
12838966,cache-references
15082,cache-misses
0.023962764,seconds
0,exit
0,error
48960747,cycles
35609369,instructions
10935437,r533f00
14334658,cache-references
14768,cache-misses
0.023963933,seconds
0,exit
0,error
43526738,cycles
58339006,instructions
15747202,r533f00
13429766,cache-references
20290,cache-misses
0.023999771,seconds
0,exit
0,error
48302048,cycles
36171242,instructions
11613082,r533f00
14163759,cache-references
14695,cache-misses
0.023993148,seconds
0,exit
0,error
45084838,cycles
56229940,instructions
14573090,r533f00
12341894,cache-references
14071,cache-misses
0.023767958,seconds
0,exit
0,error
50770331,cycles
40437454,instructions
8513666,r533f00
12597225,cache-references
16010,cache-misses
0.023826867,seconds
0,exit
0,error
45550749,cycles
55604391,instructions
14433076,r533f00
12368369,cache-references
15268,cache-misses
0.023986033,seconds
0,exit
0,error
44619058,cycles
59459359,instructions
15445174,r533f00
12090249,cache-references
13657,cache-misses
0.024223974,seconds
0,exit
0,error
45368899,cycles
57991900,instructions
15249052,r533f00
11748304,cache-references
13438,cache-misses
0.024170204,seconds
0,exit
0,error
45084578,cycles
56654299,instructions
14888061,r533f00
12014925,cache-references
13861,cache-misses
0.023861962,seconds
0,exit
0,error
51016975,cycles
40128710,instructions
8591024,r533f00
12489184,cache-references
17225,cache-misses
0.024083016,seconds
0,exit
0,error
49274360,cycles
35445427,instructions
10146690,r533f00
14208163,cache-references
15132,cache-misses
0.023854676,seconds
0,exit
0,error
46878379,cycles
52883279,instructions
13376919,r533f00
13068685,cache-references
14624,cache-misses
0.023813487,seconds
0,exit
0,error
48228351,cycles
50386989,instructions
12834811,r533f00
13381312,cache-references
14257,cache-misses
0.024152667,seconds
0,exit
0,error
49967385,cycles
35988330,instructions
10026506,r533f00
13755409,cache-references
15272,cache-misses
0.024124138,seconds
0,exit
0,error
47732279,cycles
36029656,instructions
11351199,r533f00
14029095,cache-references
14123,cache-misses
0.023406518,seconds
0,exit
0,error
44626623,cycles
58501597,instructions
15797308,r533f00
13328757,cache-references
13089,cache-misses
0.024656655,seconds
0,exit
0,error
50375979,cycles
41739152,instructions
8349925,r533f00
12873103,cache-references
16003,cache-misses
0.023796681,seconds
0,exit
0,error
50673486,cycles
41202261,instructions
8396066,r533f00
12964118,cache-references
15862,cache-misses
0.023964864,seconds
0,exit
0,error
45222493,cycles
57644344,instructions
15039758,r533f00
11866044,cache-references
14268,cache-misses
0.024201081,seconds
0,exit
0,error
51336636,cycles
39765080,instructions
8584706,r533f00
12332947,cache-references
15829,cache-misses
0.024274103,seconds
0,exit
0,error
44351464,cycles
58416023,instructions
15693376,r533f00
13838402,cache-references
19370,cache-misses
0.024321678,seconds
0,exit
0,error
43799878,cycles
59463874,instructions
15490282,r533f00
11300264,cache-references
13373,cache-misses
0.023878026,seconds
0,exit
0,error
44358388,cycles
59224284,instructions
15371874,r533f00
11554258,cache-references
13504,cache-misses
0.024142506,seconds
0,exit
0,error
49473171,cycles
35744763,instructions
9850487,r533f00
14153895,cache-references
15305,cache-misses
0.023817606,seconds
0,exit
0,error
48462507,cycles
35891945,instructions
10950250,r533f00
14217686,cache-references
15264,cache-misses
0.023640808,seconds
0,exit
0,error
50429373,cycles
36284352,instructions
10703944,r533f00
14391655,cache-references
15230,cache-misses
0.024621990,seconds
0,exit
0,error
50836679,cycles
36368564,instructions
10715979,r533f00
13982873,cache-references
15086,cache-misses
0.024799407,seconds
0,exit
0,error
44706147,cycles
57710764,instructions
15028523,r533f00
11845097,cache-references
14001,cache-misses
0.023935246,seconds
0,exit
0,error
48829067,cycles
35529807,instructions
11223233,r533f00
14341601,cache-references
15048,cache-misses
0.024006502,seconds
0,exit
0,error
44428505,cycles
57768688,instructions
15136262,r533f00
11872041,cache-references
13290,cache-misses
0.023633659,seconds
0,exit
0,error
43188206,cycles
57275254,instructions
15842320,r533f00
13378361,cache-references
19927,cache-misses
0.024066675,seconds
0,exit
0,error
43260532,cycles
56769938,instructions
16148764,r533f00
14216137,cache-references
20547,cache-misses
0.024339185,seconds
0,exit
0,error
47703542,cycles
50805226,instructions
12943588,r533f00
13291958,cache-references
14832,cache-misses
0.024020853,seconds
0,exit
0,error
42153887,cycles
33944543,instructions
15893027,r533f00
13350453,cache-references
19629,cache-misses
0.023572014,seconds
0,exit
0,error
47391202,cycles
51748914,instructions
13074403,r533f00
13217146,cache-references
14323,cache-misses
0.023848597,seconds
0,exit
0,error
51323064,cycles
41468397,instructions
8562135,r533f00
12277092,cache-references
16325,cache-misses
0.024144891,seconds
0,exit
0,error
46449579,cycles
56534170,instructions
14441697,r533f00
12995974,cache-references
14305,cache-misses
0.024382120,seconds
0,exit
0,error
48741541,cycles
50511244,instructions
12825080,r533f00
14328538,cache-references
14839,cache-misses
0.024580629,seconds
0,exit
0,error
45497869,cycles
56857225,instructions
14726864,r533f00
12072369,cache-references
14630,cache-misses
0.024027952,seconds
0,exit
0,error
49142751,cycles
35665266,instructions
10816295,r533f00
14256146,cache-references
15420,cache-misses
0.023999753,seconds
0,exit
0,error
43760989,cycles
59739172,instructions
20365747,r533f00
11165686,cache-references
12596,cache-misses
0.023929989,seconds
0,exit
0,error
43962009,cycles
59723631,instructions
15484616,r533f00
11218194,cache-references
13442,cache-misses
0.023976744,seconds
0,exit
0,error
45264796,cycles
56405991,instructions
14761486,r533f00
12128869,cache-references
14309,cache-misses
0.023885186,seconds
0,exit
0,error
42889952,cycles
56532651,instructions
15997666,r533f00
13368752,cache-references
21798,cache-misses
0.023871225,seconds
0,exit
0,error
43300723,cycles
57440682,instructions
15900733,r533f00
13405825,cache-references
20760,cache-misses
0.024083548,seconds
0,exit
0,error
47749567,cycles
50606364,instructions
12845387,r533f00
13342670,cache-references
15124,cache-misses
0.023979743,seconds
0,exit
0,error
43716767,cycles
58493045,instructions
15677282,r533f00
13427577,cache-references
18978,cache-misses
0.024023697,seconds
0,exit
0,error
46003293,cycles
54185208,instructions
13778197,r533f00
12796012,cache-references
14244,cache-misses
0.023607444,seconds
0,exit
0,error
44103053,cycles
59586766,instructions
15515945,r533f00
11241826,cache-references
13472,cache-misses
0.024017001,seconds
0,exit
0,error
46642861,cycles
56239048,instructions
14554307,r533f00
12112684,cache-references
14426,cache-misses
0.024387650,seconds
0,exit
0,error
49317192,cycles
35458057,instructions
10721820,r533f00
14113231,cache-references
14733,cache-misses
0.024015621,seconds
0,exit
0,error
47100727,cycles
51951274,instructions
13387753,r533f00
13079636,cache-references
14940,cache-misses
0.023907498,seconds
0,exit
0,error
45808041,cycles
52569641,instructions
13614768,r533f00
13048022,cache-references
14029,cache-misses
0.023533863,seconds
0,exit
0,error
45229860,cycles
55629959,instructions
14397127,r533f00
12479420,cache-references
14154,cache-misses
0.023586451,seconds
0,exit
0,error
48922487,cycles
36134988,instructions
12135685,r533f00
14085022,cache-references
16307,cache-misses
0.024352708,seconds
0,exit
0,error
48314520,cycles
52359803,instructions
13413448,r533f00
13424428,cache-references
15245,cache-misses
0.024573363,seconds
0,exit
0,error
50831544,cycles
40377330,instructions
8619752,r533f00
12352060,cache-references
15709,cache-misses
0.023891017,seconds
0,exit
0,error
43209219,cycles
57361376,instructions
15830420,r533f00
13438644,cache-references
21287,cache-misses
0.024054471,seconds
0,exit
0,error
45055234,cycles
56728301,instructions
14819000,r533f00
12050127,cache-references
13823,cache-misses
0.023852065,seconds
0,exit
0,error
46606013,cycles
57287940,instructions
14703396,r533f00
12410142,cache-references
14698,cache-misses
0.024849917,seconds
0,exit
0,error
50871634,cycles
46802221,instructions
8615821,r533f00
11624408,cache-references
15439,cache-misses
0.023927888,seconds
0,exit
0,error
44710697,cycles
57380169,instructions
14874333,r533f00
12016601,cache-references
13894,cache-misses
0.023681448,seconds
0,exit
0,error
45126295,cycles
57183304,instructions
14854549,r533f00
12028034,cache-references
13741,cache-misses
0.023841352,seconds
0,exit
0,error
46318024,cycles
53868311,instructions
13976189,r533f00
12543229,cache-references
14266,cache-misses
0.024087602,seconds
0,exit
0,error
43624065,cycles
59769351,instructions
15526642,r533f00
11239543,cache-references
13656,cache-misses
0.023928925,seconds
0,exit
0,error
45618106,cycles
57970708,instructions
15222221,r533f00
11726430,cache-references
14911,cache-misses
0.024314987,seconds
0,exit
0,error
47004170,cycles
52294945,instructions
13232838,r533f00
13189829,cache-references
15031,cache-misses
0.023795784,seconds
0,exit
0,error
50229520,cycles
35368432,instructions
9260141,r533f00
13913542,cache-references
14586,cache-misses
0.023814428,seconds
0,exit
0,error
47759683,cycles
50421216,instructions
12553703,r533f00
13697275,cache-references
15005,cache-misses
0.023806466,seconds
0,exit
0,error
45447270,cycles
57387886,instructions
14940636,r533f00
11888692,cache-references
13972,cache-misses
0.024093835,seconds
0,exit
0,error
48639747,cycles
35962185,instructions
11102611,r533f00
14219508,cache-references
14693,cache-misses
0.023828257,seconds
0,exit
0,error
43428552,cycles
60083351,instructions
15636067,r533f00
11192723,cache-references
14436,cache-misses
0.023767694,seconds
0,exit
0,error
47855145,cycles
51427998,instructions
12755469,r533f00
13471295,cache-references
15049,cache-misses
0.023961552,seconds
0,exit
0,error
43669293,cycles
59550994,instructions
15507096,r533f00
11304996,cache-references
13292,cache-misses
0.023755056,seconds
0,exit
0,error
45554646,cycles
59911008,instructions
19900497,r533f00
11641998,cache-references
13504,cache-misses
0.024766817,seconds
0,exit
0,error
43680313,cycles
59623661,instructions
15492042,r533f00
11280098,cache-references
13079,cache-misses
0.023781143,seconds
0,exit
0,error
43395897,cycles
57040749,instructions
15162669,r533f00
11591162,cache-references
13847,cache-misses
0.023308815,seconds
0,exit
0,error
48196218,cycles
51194386,instructions
12600629,r533f00
13581319,cache-references
14952,cache-misses
0.024153442,seconds
0,exit
0,error
49049488,cycles
35551124,instructions
10842631,r533f00
14259682,cache-references
14567,cache-misses
0.023948972,seconds
0,exit
0,error
44591697,cycles
58458816,instructions
15165351,r533f00
11640862,cache-references
13475,cache-misses
0.023972406,seconds
0,exit
0,error
45141980,cycles
57748246,instructions
15068444,r533f00
11821467,cache-references
13909,cache-misses
0.024188495,seconds
0,exit
0,error
44587344,cycles
58815057,instructions
15313026,r533f00
11474287,cache-references
13853,cache-misses
0.024095065,seconds
0,exit
0,error
50113657,cycles
35725697,instructions
9910682,r533f00
13907404,cache-references
14945,cache-misses
0.024091017,seconds
0,exit
0,error
