
test
0,exit
0,error
25379189,cycles
9590397,instructions
8775671,r533f00
8202993,cache-references
18830,cache-misses
0.018132016,seconds
0,exit
0,error
20423069,cycles
16170248,instructions
9609416,r533f00
8341044,cache-references
10729,cache-misses
0.017039304,seconds
0,exit
0,error
17740671,cycles
19953259,instructions
7967277,r533f00
7601945,cache-references
6424,cache-misses
0.017083052,seconds
0,exit
0,error
19268539,cycles
21791868,instructions
8602803,r533f00
8298587,cache-references
6691,cache-misses
0.017325388,seconds
0,exit
0,error
15695578,cycles
18049881,instructions
9945841,r533f00
8197250,cache-references
11243,cache-misses
0.017614145,seconds
0,exit
0,error
18085995,cycles
20520983,instructions
8219084,r533f00
7948376,cache-references
5905,cache-misses
0.016991418,seconds
0,exit
0,error
19243490,cycles
24001985,instructions
10460752,r533f00
7436095,cache-references
6972,cache-misses
0.017283661,seconds
0,exit
0,error
18014909,cycles
20229697,instructions
8045754,r533f00
7695551,cache-references
6010,cache-misses
0.017082582,seconds
0,exit
0,error
19246899,cycles
10269710,instructions
8706501,r533f00
8302306,cache-references
12380,cache-misses
0.017577327,seconds
0,exit
0,error
20287972,cycles
15483989,instructions
9522391,r533f00
8342505,cache-references
8749,cache-misses
0.017494911,seconds
0,exit
0,error
25335416,cycles
11157909,instructions
10060641,r533f00
8221914,cache-references
13642,cache-misses
0.017495083,seconds
0,exit
0,error
19580224,cycles
14527500,instructions
9279461,r533f00
8326728,cache-references
9308,cache-misses
0.017365628,seconds
0,exit
0,error
26680650,cycles
13453121,instructions
10407306,r533f00
8211298,cache-references
7468,cache-misses
0.017411892,seconds
0,exit
0,error
19794872,cycles
12064030,instructions
8973843,r533f00
8250966,cache-references
8436,cache-misses
0.016993243,seconds
0,exit
0,error
25398320,cycles
10546564,instructions
9848341,r533f00
8168510,cache-references
11297,cache-misses
0.016935991,seconds
0,exit
0,error
18351677,cycles
20428680,instructions
8358258,r533f00
8130561,cache-references
6443,cache-misses
0.017515636,seconds
0,exit
0,error
20163685,cycles
16214779,instructions
9611850,r533f00
8331557,cache-references
8799,cache-misses
0.016878228,seconds
0,exit
0,error
18208582,cycles
23786822,instructions
10460417,r533f00
7233349,cache-references
6470,cache-misses
0.017344097,seconds
0,exit
0,error
20243730,cycles
24503662,instructions
10460659,r533f00
7385644,cache-references
7466,cache-misses
0.017465879,seconds
0,exit
0,error
18677181,cycles
10191685,instructions
8738177,r533f00
8250760,cache-references
8090,cache-misses
0.016784917,seconds
0,exit
0,error
21352468,cycles
16528908,instructions
9714496,r533f00
8007280,cache-references
9340,cache-misses
0.016704057,seconds
0,exit
0,error
18573916,cycles
23906782,instructions
10462080,r533f00
7420197,cache-references
6976,cache-misses
0.017099177,seconds
0,exit
0,error
15562770,cycles
24494515,instructions
10463986,r533f00
9205779,cache-references
12900,cache-misses
0.016955615,seconds
0,exit
0,error
25251390,cycles
11816540,instructions
10154752,r533f00
8175772,cache-references
13675,cache-misses
0.017358145,seconds
0,exit
0,error
25537935,cycles
13070501,instructions
10372173,r533f00
8211506,cache-references
6217,cache-misses
0.017293384,seconds
0,exit
0,error
26926310,cycles
13574657,instructions
10430431,r533f00
8227402,cache-references
6554,cache-misses
0.017018117,seconds
0,exit
0,error
19618021,cycles
13060545,instructions
9106945,r533f00
8341922,cache-references
8975,cache-misses
0.017435824,seconds
0,exit
0,error
11023649,cycles
23276814,instructions
10469326,r533f00
8644416,cache-references
16825,cache-misses
0.018536668,seconds
0,exit
0,error
25750822,cycles
12494076,instructions
10205621,r533f00
8189846,cache-references
8456,cache-misses
0.017062034,seconds
0,exit
0,error
19073119,cycles
21707011,instructions
8548275,r533f00
8274734,cache-references
6700,cache-misses
0.017102807,seconds
0,exit
0,error
20784134,cycles
16405064,instructions
9674974,r533f00
8479525,cache-references
9588,cache-misses
0.017311253,seconds
0,exit
0,error
18292169,cycles
21047710,instructions
8389016,r533f00
8153654,cache-references
6255,cache-misses
0.016932355,seconds
0,exit
0,error
9334348,cycles
23031401,instructions
10462714,r533f00
8974573,cache-references
18271,cache-misses
0.016948751,seconds
0,exit
0,error
27108634,cycles
14069256,instructions
10465056,r533f00
8335491,cache-references
8191,cache-misses
0.017100106,seconds
0,exit
0,error
25566086,cycles
16535916,instructions
9650290,r533f00
6401561,cache-references
7111,cache-misses
0.017321417,seconds
0,exit
0,error
18768730,cycles
21519379,instructions
8517007,r533f00
8465716,cache-references
9111,cache-misses
0.018436952,seconds
0,exit
0,error
17908279,cycles
19984841,instructions
8343957,r533f00
8141843,cache-references
6920,cache-misses
0.017463332,seconds
0,exit
0,error
16491340,cycles
23227531,instructions
10463066,r533f00
7125393,cache-references
6043,cache-misses
0.017404450,seconds
0,exit
0,error
18171251,cycles
20097827,instructions
8391182,r533f00
8175635,cache-references
10257,cache-misses
0.017531051,seconds
0,exit
0,error
19302835,cycles
24287271,instructions
10471579,r533f00
7313823,cache-references
7666,cache-misses
0.017071906,seconds
0,exit
0,error
18776377,cycles
20993320,instructions
8579708,r533f00
8266541,cache-references
6492,cache-misses
0.017547938,seconds
0,exit
0,error
25437016,cycles
11019746,instructions
9966071,r533f00
8155748,cache-references
10643,cache-misses
0.017230531,seconds
0,exit
0,error
26394115,cycles
12149313,instructions
10166644,r533f00
8193772,cache-references
7911,cache-misses
0.017316583,seconds
0,exit
0,error
17184995,cycles
23368872,instructions
10466290,r533f00
7229361,cache-references
5814,cache-misses
0.017622103,seconds
0,exit
0,error
20587640,cycles
24595401,instructions
10469132,r533f00
7531604,cache-references
8419,cache-misses
0.017378917,seconds
0,exit
0,error
20093105,cycles
14531415,instructions
9373182,r533f00
8312266,cache-references
9136,cache-misses
0.017065076,seconds
0,exit
0,error
19147668,cycles
9757281,instructions
8679064,r533f00
8230778,cache-references
7964,cache-misses
0.017470592,seconds
0,exit
0,error
19152314,cycles
24341482,instructions
10469181,r533f00
7473012,cache-references
7542,cache-misses
0.017260091,seconds
0,exit
0,error
17805550,cycles
20059963,instructions
8187500,r533f00
7929175,cache-references
9906,cache-misses
0.017368668,seconds
0,exit
0,error
18168810,cycles
23668246,instructions
10460206,r533f00
7289807,cache-references
6528,cache-misses
0.017305581,seconds
0,exit
0,error
19694169,cycles
11928632,instructions
8951818,r533f00
8292444,cache-references
8667,cache-misses
0.017116436,seconds
0,exit
0,error
26767096,cycles
13541224,instructions
10401220,r533f00
8243858,cache-references
7733,cache-misses
0.017058776,seconds
0,exit
0,error
26188371,cycles
12459908,instructions
10225721,r533f00
8208489,cache-references
9063,cache-misses
0.017025192,seconds
0,exit
0,error
26346675,cycles
12586694,instructions
10246590,r533f00
8183570,cache-references
9217,cache-misses
0.017098936,seconds
0,exit
0,error
19237851,cycles
21417942,instructions
8586337,r533f00
8255511,cache-references
6684,cache-misses
0.017498828,seconds
0,exit
0,error
18525620,cycles
23971445,instructions
10459539,r533f00
7407934,cache-references
6956,cache-misses
0.017088973,seconds
0,exit
0,error
18062557,cycles
20525677,instructions
8057608,r533f00
7713858,cache-references
5908,cache-misses
0.017200444,seconds
0,exit
0,error
18983773,cycles
23689587,instructions
10467972,r533f00
7198566,cache-references
6858,cache-misses
0.018185124,seconds
0,exit
0,error
20785479,cycles
24389308,instructions
10469105,r533f00
7476855,cache-references
7745,cache-misses
0.017733576,seconds
0,exit
0,error
18053899,cycles
20580862,instructions
8172163,r533f00
7885629,cache-references
6031,cache-misses
0.017097559,seconds
0,exit
0,error
19675107,cycles
14640170,instructions
9393255,r533f00
8302704,cache-references
8193,cache-misses
0.017142935,seconds
0,exit
0,error
16997585,cycles
16796916,instructions
9690784,r533f00
8272394,cache-references
11895,cache-misses
0.018150039,seconds
0,exit
0,error
19835016,cycles
21587915,instructions
8598659,r533f00
8260608,cache-references
6583,cache-misses
0.017942215,seconds
0,exit
0,error
18242829,cycles
20259326,instructions
8115694,r533f00
7850941,cache-references
5997,cache-misses
0.017244919,seconds
0,exit
0,error
27185290,cycles
16006753,instructions
9517791,r533f00
6569144,cache-references
9624,cache-misses
0.018344850,seconds
0,exit
0,error
25323872,cycles
10612108,instructions
9854280,r533f00
8186369,cache-references
12139,cache-misses
0.017271754,seconds
0,exit
0,error
26910542,cycles
12979792,instructions
10369265,r533f00
8258052,cache-references
6422,cache-misses
0.017186553,seconds
0,exit
0,error
17414616,cycles
19949187,instructions
8024378,r533f00
7635352,cache-references
6536,cache-misses
0.016978026,seconds
0,exit
0,error
18638666,cycles
20472320,instructions
8462440,r533f00
8231540,cache-references
6342,cache-misses
0.017594925,seconds
0,exit
0,error
17913503,cycles
20154636,instructions
8183136,r533f00
7925172,cache-references
9822,cache-misses
0.017055853,seconds
0,exit
0,error
20197324,cycles
24842968,instructions
10468012,r533f00
7478702,cache-references
8878,cache-misses
0.017485424,seconds
0,exit
0,error
26448851,cycles
10976365,instructions
9676494,r533f00
8499579,cache-references
16743,cache-misses
0.018592529,seconds
0,exit
0,error
19043535,cycles
21454489,instructions
8611387,r533f00
8242198,cache-references
10305,cache-misses
0.017434642,seconds
0,exit
0,error
14037123,cycles
23780226,instructions
10455458,r533f00
8301844,cache-references
15658,cache-misses
0.016953628,seconds
0,exit
0,error
19739750,cycles
14804880,instructions
9444337,r533f00
8335843,cache-references
8299,cache-misses
0.016910026,seconds
0,exit
0,error
26616657,cycles
13959899,instructions
10449207,r533f00
8233154,cache-references
6920,cache-misses
0.016970784,seconds
0,exit
0,error
18555050,cycles
20974213,instructions
8399506,r533f00
8157094,cache-references
9642,cache-misses
0.017180324,seconds
0,exit
0,error
17751113,cycles
20399637,instructions
8140039,r533f00
7859062,cache-references
6005,cache-misses
0.016996727,seconds
0,exit
0,error
27076490,cycles
14095789,instructions
10451355,r533f00
8232550,cache-references
7765,cache-misses
0.017118800,seconds
0,exit
0,error
17056597,cycles
23660591,instructions
10466616,r533f00
7352119,cache-references
6362,cache-misses
0.017019160,seconds
0,exit
0,error
17892975,cycles
20680953,instructions
8272846,r533f00
7981335,cache-references
6451,cache-misses
0.016995972,seconds
0,exit
0,error
18608432,cycles
23758053,instructions
10464657,r533f00
7387605,cache-references
6738,cache-misses
0.017481671,seconds
0,exit
0,error
26898434,cycles
12701139,instructions
10352315,r533f00
8257778,cache-references
9239,cache-misses
0.017809018,seconds
0,exit
0,error
18674847,cycles
20877324,instructions
8375693,r533f00
8175109,cache-references
6412,cache-misses
0.017133433,seconds
0,exit
0,error
